member_title,member_url,pageid,source_articles,source_article_urls,root_categories,root_category_urls,categories_found_in
Abdul Qadeer Khan,https://en.wikipedia.org/wiki/Abdul_Qadeer_Khan,452160,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Fellows of Pakistan Academy of Sciences | Category:Presidents of the Pakistan Academy of Sciences
Abdulaziz Karimov,https://en.wikipedia.org/wiki/Abdulaziz_Karimov,51500671,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Academy of Sciences of Uzbekistan
Abdulla Tafa,https://en.wikipedia.org/wiki/Abdulla_Tafa,41267861,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the European Academy of Sciences and Arts
Abdullah Saeed (professor),https://en.wikipedia.org/wiki/Abdullah_Saeed_(professor),44304354,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Australian Academy of the Humanities
Abdus Salam,https://en.wikipedia.org/wiki/Abdus_Salam,304427,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Fellows of Bangladesh Academy of Sciences | Category:Fellows of Pakistan Academy of Sciences | Category:Fellows of the Royal Society | Category:Members of the Pontifical Academy of Sciences | Category:Members of the Royal Swedish Academy of Sciences
Abel Aganbegyan,https://en.wikipedia.org/wiki/Abel_Aganbegyan,3168248,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Hungarian Academy of Sciences
Abel Aubert du Petit-Thouars,https://en.wikipedia.org/wiki/Abel_Aubert_du_Petit-Thouars,8130989,Academy of sciences,https://en.wikipedia.org/wiki/Academy_of_sciences,Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the French Academy of Sciences
Abel Wolman,https://en.wikipedia.org/wiki/Abel_Wolman,11872672,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Engineering | Category:Members of the United States National Academy of Sciences
Abercrombie Lawson,https://en.wikipedia.org/wiki/Abercrombie_Lawson,24309475,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Aberdeen Artists Society,https://en.wikipedia.org/wiki/Aberdeen_Artists_Society,57418536,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Art societies
Abertay Historical Society,https://en.wikipedia.org/wiki/Abertay_Historical_Society,34685701,Learned society,https://en.wikipedia.org/wiki/Learned_society,Category:Learned societies,https://en.wikipedia.org/wiki/Category:Learned_societies,Category:Text publication societies
Abhay Ashtekar,https://en.wikipedia.org/wiki/Abhay_Ashtekar,181280,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the United States National Academy of Sciences
Abigail O'Brien,https://en.wikipedia.org/wiki/Abigail_O'Brien,66103074,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Royal Hibernian Academy
Abigail Sellen,https://en.wikipedia.org/wiki/Abigail_Sellen,55473747,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society | Category:Members of the United States National Academy of Engineering
Abolhassan Najafi,https://en.wikipedia.org/wiki/Abolhassan_Najafi,10762454,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Academy of Persian Language and Literature
Abouzar Shahpari,https://en.wikipedia.org/wiki/Abouzar_Shahpari,79329418,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Academy of Sciences of the Islamic Republic of Iran
Abraham Albert Hijmans van den Bergh,https://en.wikipedia.org/wiki/Abraham_Albert_Hijmans_van_den_Bergh,33926446,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Netherlands Academy of Arts and Sciences
Abraham Bäck,https://en.wikipedia.org/wiki/Abraham_Bäck,70826600,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Swedish Academy of Sciences
Abraham Clifford Barger,https://en.wikipedia.org/wiki/Abraham_Clifford_Barger,52821630,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the National Academy of Medicine
Abraham Constantin Mouradgea d'Ohsson,https://en.wikipedia.org/wiki/Abraham_Constantin_Mouradgea_d'Ohsson,32983150,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Society of Sciences in Uppsala | Category:Members of the Royal Swedish Academy of Sciences
Abraham de Moivre,https://en.wikipedia.org/wiki/Abraham_de_Moivre,57327,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the French Academy of Sciences | Category:Members of the Prussian Academy of Sciences
Abraham Fraenkel,https://en.wikipedia.org/wiki/Abraham_Fraenkel,528451,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Israel Academy of Sciences and Humanities
Abraham Goldberg,https://en.wikipedia.org/wiki/Abraham_Goldberg,31715465,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Fellows of the Royal Society of Edinburgh
Abraham Gotthelf Kästner,https://en.wikipedia.org/wiki/Abraham_Gotthelf_Kästner,825933,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Swedish Academy of Sciences
Abraham Gottlob Werner,https://en.wikipedia.org/wiki/Abraham_Gottlob_Werner,404546,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Swedish Academy of Sciences
Abraham Lempel,https://en.wikipedia.org/wiki/Abraham_Lempel,1924307,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the European Academy of Sciences and Arts | Category:Members of the United States National Academy of Sciences
Abraham Lilienfeld,https://en.wikipedia.org/wiki/Abraham_Lilienfeld,47762883,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the National Academy of Medicine
Abraham Niclas Edelcrantz,https://en.wikipedia.org/wiki/Abraham_Niclas_Edelcrantz,18521109,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Swedish Academy of Sciences | Category:Members of the Swedish Academy
Abraham Nitzan,https://en.wikipedia.org/wiki/Abraham_Nitzan,36582500,National academy,https://en.wikipedia.org/wiki/National_academy,Category:National academies,https://en.wikipedia.org/wiki/Category:National_academies,Category:Members of the Israel Academy of Sciences and Humanities
Abraham Pais,https://en.wikipedia.org/wiki/Abraham_Pais,316643,Academy of sciences | National academy,https://en.wikipedia.org/wiki/Academy_of_sciences | https://en.wikipedia.org/wiki/National_academy,Category:National academies | Category:National academies of sciences,https://en.wikipedia.org/wiki/Category:National_academies | https://en.wikipedia.org/wiki/Category:National_academies_of_sciences,Category:Members of the Royal Netherlands Academy of Arts and Sciences
